date,manner_of_death,armed,age,gender,race,city,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,state
2015-07-30,shot,gun,30,Male,Hispanic,Fort Worth,False,attack,Not fleeing,False,-97.331,32.754,Texas
2015-07-30,shot and Tasered,metal stick,47,Male,Hispanic,Whittier,False,attack,Not fleeing,False,-118.055,33.972,California
2015-07-31,shot,gun,33,Male,Hispanic,Albuquerque,False,attack,Not fleeing,True,-106.643,35.073,New Mexico
2015-07-31,shot,gun,34,Male,White,Roswell,False,attack,Not fleeing,False,-104.523,33.395,New Mexico
2015-08-01,shot,gun,52,Male,Unknown,Nitro,False,attack,Not fleeing,False,-81.841,38.402,West Virginia
2015-08-01,shot,gun,29,Male,Hispanic,Tucson,False,attack,Not fleeing,False,-110.973,32.272,Arizona
2015-08-02,shot,Unknown,63,Male,White,Houston,True,other,Not fleeing,False,-95.557,29.689,Texas
2015-08-03,shot,gun,49,Male,Black,Oakland,False,attack,Not fleeing,False,-122.269,37.827,California
2015-08-03,shot,gun,18,Male,White,Campbelltown,False,attack,Foot,False,-76.571,40.279,Pennsylvania
2015-08-03,shot,gun,71,Male,White,Powhatan County,False,attack,Not fleeing,False,-77.791,37.511,Virginia
2015-08-03,shot,toy weapon,35,Male,White,Muncie,True,attack,Not fleeing,False,-85.378,40.176,Indiana
2015-08-04,shot,undetermined,55,Male,Hispanic,San Diego County,True,other,Not fleeing,False,-117.465,33.299,California
2015-08-04,shot,metal pipe,31,Male,Black,Rantoul,True,other,Not fleeing,True,-88.175,40.308,Illinois
2015-08-05,shot,knife,18,Male,White,Louisville,False,attack,Not fleeing,False,-85.752,38.253,Kentucky
2015-08-05,shot,knife,51,Male,White,Greenfield,True,other,Not fleeing,False,-88.026,42.972,Wisconsin
2015-08-05,shot,gun,39,Male,Black,Maui,False,attack,Not fleeing,False,-156.483,20.894,Hawaii
2015-08-05,shot,gun,20,Male,Black,Richmond,False,attack,Foot,False,-77.467,37.548,Virginia
2015-08-05,shot,hatchet,29,Male,White,Antioch,True,attack,Not fleeing,False,-86.652,36.051,Tennessee
2015-08-05,shot,gun,40,Male,White,Tacoma,False,attack,Not fleeing,False,-122.484,47.206,Washington
2015-08-06,shot,knife,42,Male,Hispanic,Elsmere,False,attack,Not fleeing,False,-84.594,38.99,Kentucky
2015-08-06,shot,gun,22,Male,Black,El Paso,False,attack,Car,False,-106.444,31.813,Texas
2015-08-07,shot,unarmed,19,Male,Black,Arlington,False,other,Not fleeing,False,-97.093,32.68,Texas
2015-08-07,shot,sharp object,24,Male,Hispanic,Las Vegas,True,other,Not fleeing,True,-115.245,36.106,Nevada
2015-08-07,shot,toy weapon,30,Male,White,Fresno,True,attack,Not fleeing,False,-119.898,36.808,California
2015-08-07,shot,Unknown,53,Male,White,Superior,False,other,Car,False,-114.881,47.19,Montana
2015-08-07,shot,gun,25,Male,Black,Greenville,False,attack,Not fleeing,False,-77.37,35.584,North Carolina
2015-08-07,shot,knife,28,Male,Black,Long Beach,False,attack,Not fleeing,False,-118.156,33.875,California
2015-08-08,shot,gun,33,Male,Black,Brookshire,False,attack,Not fleeing,False,-95.944,29.789,Texas
2015-08-08,shot,gun,24,Male,Black,Summerville,False,attack,Car,False,-80.247,32.981,South Carolina
2015-08-08,shot,gun,59,Male,White,Gastonia,False,attack,Not fleeing,False,-81.24,35.193,North Carolina
2015-08-08,shot,gun,46,Male,White,Spokane,False,attack,Not fleeing,False,-117.4,47.706,Washington
2015-08-09,shot,Unknown,15,Male,Black,Indianapolis,False,attack,Not fleeing,False,-86.08,39.817,Indiana
2015-08-09,shot,gun,41,Male,White,Ardmore,True,attack,Not fleeing,False,-97.128,34.157,Oklahoma
2015-08-09,shot,toy weapon,77,Male,Unknown,Pittston,True,attack,Not fleeing,False,-75.789,41.326,Pennsylvania
2015-08-09,shot,meat cleaver,22,Male,Hispanic,San Jose,False,attack,Foot,False,-121.843,37.355,California
2015-08-10,shot,Unknown,24,Male,White,Gilbert,False,other,Not fleeing,False,-111.756,33.365,Arizona
2015-08-11,shot,gun,34,Male,White,Sandpoint,False,attack,Not fleeing,False,-116.561,48.282,Idaho
2015-08-11,shot and Tasered,knife,48,Male,White,Waco,False,other,Not fleeing,False,-97.173,31.58,Texas
2015-08-12,shot,gun,24,Male,White,Odessa,False,attack,Not fleeing,False,-102.384,31.882,Texas
2015-08-12,shot,gun,27,Male,Black,Oakland,False,attack,Car,True,-122.271,37.804,California
2015-08-12,shot,gun,27,Male,Hispanic,Hemet,False,attack,Car,False,-117.015,33.745,California
2015-08-12,shot,gun,27,Male,Black,Toledo,False,attack,Car,False,-83.513,41.632,Ohio
2015-08-12,shot,gun,49,Male,White,Hobbs,False,undetermined,Car,False,-103.131,32.774,New Mexico
2015-08-12,shot and Tasered,knife,30,Female,Black,Los Angeles,False,other,Not fleeing,False,-118.343,34.009,California
2015-08-14,shot,gun,38,Male,Black,Staten Island,False,attack,Not fleeing,False,-74.161,40.63,New York
2015-08-14,shot,gun,26,Male,Hispanic,Boerne,False,attack,Not fleeing,False,-98.721,29.79,Texas
2015-08-14,shot,unarmed,30,Male,Black,District Heights,True,attack,Foot,False,-76.916,38.865,Maryland
2015-08-14,shot and Tasered,box cutter,53,Male,White,Bolton,False,attack,Car,False,-72.447,41.79,Connecticut
2015-08-15,shot,gun,23,Male,Black,Sunnyvale,False,attack,Not fleeing,False,-122.027,37.395,California
2015-08-15,shot,gun,34,Male,Black,Inyokern,True,attack,Not fleeing,False,-117.87,35.702,California
2015-08-15,shot,gun,30,Male,White,Carson City,False,attack,Not fleeing,False,-119.722,39.184,Nevada
2015-08-15,shot and Tasered,unarmed,43,Male,White,Hanover,False,attack,Not fleeing,False,-70.877,42.064,Indiana
2015-08-16,shot,gun,29,Male,Hispanic,San Jose,False,other,Not fleeing,False,-121.834,37.295,California
2015-08-16,shot,gun,47,Male,White,Kerrville,False,attack,Not fleeing,False,-99.122,30.051,Texas
2015-08-17,shot,gun,35,Male,Black,Houston,False,attack,Not fleeing,False,-95.313,29.799,Texas
2015-08-17,shot,unarmed,40,Male,Hispanic,San Jose,False,other,Foot,False,-121.828,37.273,California
2015-08-19,shot,gun,18,Male,Black,St. Louis,False,attack,Foot,False,-90.256,38.658,Missouri
2015-08-19,shot,gun,24,Male,Black,Bloomfield Township,False,attack,Car,False,-83.265,42.604,Michigan
2015-08-19,shot,gun,29,Male,White,Hunters,True,attack,Foot,False,-118.202,48.117,Washington
2015-08-19,shot,gun,44,Male,White,Canton,True,attack,Not fleeing,False,-82.875,35.512,North Carolina
2015-08-20,shot,gun,17,Male,Hispanic,Ontario,True,attack,Not fleeing,False,-117.593,34.019,California
2015-08-20,shot,gun,19,Male,White,Beverly,True,attack,Not fleeing,False,-81.627,39.553,Ohio
2015-08-20,shot and Tasered,unarmed,50,Male,White,Tuscaloosa,True,attack,Not fleeing,False,-87.493,33.207,Alabama
2015-08-21,shot,gun,57,Male,White,Grapeview,True,attack,Not fleeing,False,-122.924,47.286,Washington
2015-08-21,shot,Unknown,30,Male,White,North East,False,attack,Car,False,-75.951,39.61,Maryland
2015-08-21,shot,knife,38,Male,White,Wake Forest,False,other,Not fleeing,False,-78.511,36.008,North Carolina
2015-08-22,shot,gun,31,Male,White,Cohasset,False,attack,Not fleeing,False,-93.629,47.263,Minnesota
2015-08-22,shot,carjack,29,Male,White,Bakersfield,False,other,Not fleeing,False,-119.047,35.411,California
2015-08-22,shot,Unknown,26,Male,White,Wichita,False,attack,Car,False,-97.413,37.673,Kansas
2015-08-22,shot,knife,64,Male,White,King George,False,other,Not fleeing,False,-77.17,38.265,Virginia
2015-08-22,shot and Tasered,gun,39,Male,Black,Troy,False,attack,Foot,False,-73.707,42.723,New York
2015-08-23,shot,gun,57,Male,White,Las Vegas,False,attack,Not fleeing,False,-115.255,36.168,Nevada
2015-08-23,shot,gun,36,Male,White,Jacksonville,True,attack,Not fleeing,False,-81.845,30.333,Florida
2015-08-23,shot,gun,36,Male,White,Arab,False,attack,Car,False,-86.512,34.274,Alabama
2015-08-23,shot,toy weapon,21,Male,White,Brick Township,False,attack,Not fleeing,False,-74.138,40.099,New Jersey
2015-08-23,shot,gun,53,Male,Black,Archdale,False,attack,Not fleeing,False,-79.928,35.896,North Carolina
2015-08-25,shot,gun,30,Male,Hispanic,Santa Fe,False,attack,Foot,False,-106.035,35.606,New Mexico
2015-08-25,shot,knife,34,Male,Black,West Chester,False,attack,Not fleeing,False,-75.608,39.958,Pennsylvania
2015-08-25,shot,gun,53,Male,White,Thonotosassa,False,attack,Not fleeing,False,-82.302,28.061,Florida
2015-08-25,shot,gun,45,Male,White,Phoenix,False,attack,Not fleeing,False,-112.134,33.466,Arizona
2015-08-25,shot,gun,22,Male,Hispanic,Miami,False,attack,Not fleeing,False,-80.185,25.897,Florida
2015-08-26,shot,toy weapon,22,Male,White,Hendersonville,True,attack,Not fleeing,False,-86.594,36.267,Tennessee
2015-08-26,shot,gun,46,Male,White,Chattanooga,False,attack,Car,False,-86.58,35.517,Tennessee
2015-08-26,shot,gun,27,Male,White,West Jordan,True,attack,Not fleeing,False,-111.987,40.606,Utah
2015-08-27,shot,chain,30,Male,Black,Oakland,False,attack,Not fleeing,True,-122.251,37.812,California
2015-08-27,shot,box cutter,54,Male,White,San Diego,False,other,Not fleeing,True,-117.1,32.792,California
2015-08-27,shot,contractor's level,29,Male,Hispanic,Los Angeles,False,attack,Not fleeing,False,-118.451,34.205,California
2015-08-27,shot and Tasered,box cutter,42,Male,Black,Dallas,False,attack,Not fleeing,False,-96.753,32.771,Texas
2015-08-28,shot,undetermined,41,Male,Hispanic,San Antonio,True,undetermined,Not fleeing,False,-98.651,29.669,Texas
2015-08-28,shot,gun,28,Male,White,Spanish Fork,True,attack,Not fleeing,True,-111.65,40.11,Utah
2015-08-28,shot,unarmed,61,Male,Black,Mount Vernon,False,other,Not fleeing,False,-73.825,40.908,New York
2015-08-28,shot,gun,23,Male,White,Longview,False,attack,Not fleeing,False,-94.783,32.526,Texas
2015-08-29,shot,gun,25,Male,Black,North Las Vegas,False,attack,Foot,False,-115.125,36.22,Nevada
2015-08-29,shot,knife,43,Male,White,San Antonio,False,other,Not fleeing,False,-98.616,29.554,Texas
2015-08-29,shot,unarmed,29,Male,Hispanic,Chicago,False,undetermined,Car,False,-87.671,41.851,Illinois
2015-08-30,shot,gun,20,Male,White,Cushing,False,attack,Not fleeing,False,-96.768,35.976,Oklahoma
2015-08-30,shot,gun,40,Male,Hispanic,Tucson,False,attack,Not fleeing,False,-110.96,32.147,Arizona
2015-08-31,shot,knife,45,Male,White,Loveland,False,attack,Foot,False,-105.028,40.407,Colorado
2015-09-01,shot,guns and explosives,33,Male,Black,Bluefield,False,attack,Foot,False,-81.222,37.269,West Virginia
2015-09-01,shot,gun,76,Male,White,Twinsburg,False,attack,Not fleeing,False,-81.445,41.338,Ohio
2015-09-01,shot,gun,47,Male,White,Artesia,False,attack,Not fleeing,False,-104.419,32.827,New Mexico
2015-09-02,shot,gun,45,Male,White,Prescott,True,attack,Not fleeing,True,-112.543,34.72,Arizona
2015-09-03,shot,unarmed,40,Male,Hispanic,Fresno,True,attack,Not fleeing,True,-119.764,36.735,California
2015-09-04,shot,gun,37,Male,White,Mitchell,True,attack,Not fleeing,False,-98.014,43.714,South Dakota
2015-09-04,shot,gun,27,Male,White,Weitchpec,False,attack,Car,False,-123.704,41.187,California
2015-09-04,shot,gun,36,Male,White,Springtown,False,attack,Not fleeing,False,-97.634,32.917,Texas
2015-09-04,shot,knife,23,Male,White,Merrimack,True,other,Not fleeing,False,-71.518,42.867,New Hampshire
2015-09-04,shot and Tasered,metal pipe,49,Male,Hispanic,French Lick,False,attack,Not fleeing,False,-86.615,38.547,Indiana
2015-09-05,shot,toy weapon,21,Male,Black,Durham,True,attack,Not fleeing,False,-78.882,35.984,North Carolina
2015-09-05,shot,metal pipe,32,Male,Hispanic,Ontario,True,other,Not fleeing,True,-117.647,34.034,California
2015-09-05,shot,gun,35,Male,Black,Virginia Beach,False,attack,Not fleeing,False,-76.125,36.79,Virginia
2015-09-05,shot,unarmed,27,Female,Black,Virginia Beach,False,undetermined,Not fleeing,False,-76.125,36.79,Virginia
2015-09-06,shot,gun,59,Male,Hispanic,Little Havana,False,attack,Car,False,-80.236,25.769,Florida
2015-09-06,shot,gun,28,Male,Black,Shreveport,True,attack,Car,False,-93.727,32.485,Louisiana
2015-09-06,shot,gun,45,Male,White,Hobbs,False,attack,Not fleeing,False,-103.122,32.706,New Mexico
2015-09-07,shot,metal pipe,45,Male,Hispanic,Fresno,False,other,Foot,True,-119.701,36.789,California
2015-09-08,shot,gun,19,Male,Native American,Fairbanks,False,attack,Not fleeing,False,-147.779,64.827,Alaska
2015-09-09,shot,gun,25,Male,White,Ashwaubenon,False,attack,Not fleeing,False,-88.054,44.498,Wisconsin
2015-09-09,shot,guns and explosives,37,Male,Black,Kansas City,True,other,Not fleeing,False,-94.542,39.045,Missouri
2015-09-09,shot,gun,33,Male,Native American,Fairbanks,False,attack,Car,False,-147.543,64.806,Alaska
2015-09-09,shot,knife,59,Male,Asian,El Monte,False,attack,Not fleeing,False,-118.029,34.079,California
2015-09-10,shot,knife,31,Male,Asian,Potsdam,False,attack,Not fleeing,False,-74.992,44.668,New York
2015-09-10,shot,knife,35,Male,Unknown,Fontana,True,other,Not fleeing,False,-117.44,34.07,California
2015-09-10,shot,gun,29,Male,Black,Indianapolis,False,attack,Not fleeing,False,-86.28,39.836,Indiana
2015-09-10,shot,gun,32,Male,White,Lodi,False,attack,Foot,False,-121.272,38.134,California
2015-09-10,shot,gun,41,Male,Hispanic,Downey,False,attack,Car,False,-118.114,33.955,California
2015-09-11,shot,gun,31,Male,White,Chester,False,attack,Not fleeing,False,-75.393,39.834,Pennsylvania
2015-09-11,shot,gun,44,Male,White,Broomfield,False,attack,Car,False,-105.062,39.958,Colorado
2015-09-12,shot,undetermined,23,Male,White,Sylacauga,False,undetermined,Other,False,-86.26,33.178,Alabama
2015-09-12,shot,gun,45,Male,White,West Knox,False,attack,Not fleeing,False,-84.092,35.965,Tennessee
2015-09-13,shot,gun,39,Male,White,Wellman,True,attack,Not fleeing,False,-91.927,41.469,Iowa
2015-09-13,shot,gun,67,Male,Black,McAlester,True,attack,Not fleeing,False,-95.77,34.933,Oklahoma
2015-09-13,shot,gun,29,Male,White,Clute,False,attack,Car,False,-95.305,29.003,Texas
2015-09-14,shot,gun,25,Male,Black,Princeton,False,attack,Car,False,-87.88,36.969,Kentucky
2015-09-14,shot,unarmed,28,Male,White,Barstow,True,attack,Not fleeing,False,-117.019,34.884,California
2015-09-15,shot,railroad spikes,21,Male,Black,Chalmette,False,attack,Not fleeing,False,-89.953,29.93,Louisiana
2015-09-15,shot,gun,32,Male,Hispanic,Panorama City,False,attack,Not fleeing,True,-118.438,34.23,California
2015-09-15,shot,gun,51,Male,Hispanic,Miami,True,undetermined,Car,False,-80.453,25.727,Florida
2015-09-15,shot,gun,39,Male,Hispanic,Los Angeles,False,attack,Not fleeing,False,-118.267,34.132,California
2015-09-15,shot,gun,27,Male,Black,Alexandria,False,other,Not fleeing,False,-92.445,31.268,Louisiana
2015-09-16,shot,gun,31,Male,White,Lead,True,attack,Foot,False,-103.802,44.305,South Dakota
2015-09-17,shot,gun,50,Male,White,Beaverton,False,attack,Not fleeing,False,-84.426,43.886,Michigan
2015-09-17,shot,gun,61,Male,White,Brodhead,False,attack,Not fleeing,False,-84.419,37.386,Kentucky
2015-09-18,shot,Unknown,32,Male,White,San Bernardino,False,undetermined,Car,False,-117.365,34.211,California
2015-09-18,shot,undetermined,47,Male,White,Dickson,False,undetermined,Not fleeing,False,-87.388,36.077,Tennessee
2015-09-19,shot,gun,46,Male,White,Slidell,False,attack,Car,False,-89.749,30.284,Louisiana
2015-09-19,shot,gun,57,Male,White,Washington County,True,attack,Not fleeing,True,-88.212,31.623,Alabama
2015-09-20,shot,gun,23,Male,White,Harrisonburg,False,attack,Not fleeing,True,-78.875,38.48,Virginia
2015-09-20,shot,gun,56,Male,White,Shelbyville,False,attack,Not fleeing,False,-85.791,39.522,Indiana
2015-09-21,shot,gun,24,Male,Hispanic,Dallas,True,attack,Not fleeing,False,-96.775,32.895,Texas
2015-09-21,shot,gun,27,Male,White,Sand City,False,attack,Not fleeing,False,-121.844,36.622,California
2015-09-21,shot,gun,23,Female,White,Sand City,False,attack,Not fleeing,False,-121.844,36.622,California
2015-09-21,shot,gun,26,Male,White,Barberville,False,attack,Not fleeing,False,-81.424,29.184,Florida
2015-09-21,shot,stapler,34,Male,Hispanic,Auburndale,False,other,Foot,False,-81.844,28.076,Florida
2015-09-21,shot and Tasered,unarmed,21,Male,White,Paris,False,attack,Not fleeing,False,-95.632,33.657,Texas
2015-09-22,shot,gun,32,Male,Black,Oakland,False,attack,Car,False,-119.207,36.295,California
2015-09-22,shot,gun,33,Male,White,Niceville,True,attack,Not fleeing,False,-86.496,30.523,Florida
2015-09-22,shot,gun,55,Male,White,Happy Valley,True,attack,Not fleeing,False,-122.389,40.481,California
2015-09-22,shot,gun,26,Male,Unknown,North Las Vegas,False,attack,Not fleeing,False,-115.14,36.231,Nevada
2015-09-23,shot,knife,48,Male,Hispanic,Salt Lake City,False,attack,Not fleeing,False,-111.884,40.742,Utah
2015-09-23,shot,gun,35,Male,White,McKinney,False,attack,Not fleeing,False,-96.637,33.178,Texas
2015-09-23,shot,unarmed,19,Male,Black,Reisterstown,False,other,Foot,False,-76.83,39.468,Maryland
2015-09-23,shot,gun,45,Male,White,Grayson County,False,attack,Not fleeing,False,-81.271,36.718,Virginia
2015-09-23,shot,gun,28,Male,Black,Wilmington,True,undetermined,Not fleeing,False,-75.573,39.745,Delaware
2015-09-24,shot,knife,42,Male,Hispanic,Miami,False,attack,Not fleeing,False,-80.374,25.584,Florida
2015-09-24,shot,gun,17,Male,White,Fountain,False,attack,Not fleeing,False,-104.694,38.704,Colorado
2015-09-24,shot,screwdriver,30,Male,Native American,St. Paul,True,other,Not fleeing,False,-93.134,44.923,Minnesota
2015-09-25,shot,unarmed,21,Male,White,Akron,True,undetermined,Other,False,-81.509,41.099,Ohio
2015-09-25,shot,gun,45,Male,White,Wilhoit,False,attack,Not fleeing,False,-112.589,34.416,Arizona
2015-09-25,shot and Tasered,box cutter,33,Male,Black,Chicago,False,other,Not fleeing,False,-87.717,41.897,Illinois
2015-09-26,shot,knife,46,Male,Black,Baton Rouge,False,attack,Not fleeing,False,-91.125,30.507,Louisiana
2015-09-26,shot,gun,23,Male,Hispanic,Lovington,False,attack,Not fleeing,False,-103.367,32.951,New Mexico
2015-09-27,shot,knife,37,Female,Hispanic,Los Angeles,True,other,Not fleeing,True,-118.259,34.025,California
2015-09-27,shot,gun,43,Male,White,Rossville,False,attack,Not fleeing,False,-85.267,34.961,Georgia
2015-09-27,shot,gun,40,Male,Hispanic,Ponder,False,attack,Not fleeing,False,-97.278,33.167,Texas
2015-09-28,shot,toy weapon,59,Male,Hispanic,San Ysidro,False,attack,Not fleeing,True,-117.066,32.562,California
2015-09-28,shot and Tasered,unarmed,31,Male,Black,Miami,False,attack,Foot,False,-92.419,45.347,Florida
2015-09-29,shot,blunt object,46,Male,Native American,Rapid City,False,attack,Not fleeing,False,-103.214,44.072,South Dakota
2015-09-29,shot,unarmed,37,Male,White,Mora,False,attack,Not fleeing,False,-93.296,45.872,Minnesota
2015-09-30,shot,gun,28,Male,Black,Beckley,False,attack,Car,False,-81.214,37.826,West Virginia
2015-10-02,shot,gun,28,Male,Hispanic,Sierra Vista,False,attack,Car,False,-110.233,31.467,Arizona
2015-10-02,shot,knife,55,Female,White,Aloha,True,other,Not fleeing,False,-122.862,45.493,Oregon
2015-10-02,shot,unarmed,29,Male,White,Amarillo,False,undetermined,Not fleeing,False,-101.883,35.057,Texas
2015-10-02,shot and Tasered,knife,26,Male,Hispanic,Rialto,False,attack,Not fleeing,False,-117.403,34.097,California
2015-10-04,shot,beer bottle,45,Male,White,Van Nuys,False,undetermined,Not fleeing,False,-118.466,34.187,California
2015-10-04,shot,gun,27,Male,White,Muscle Shoals,True,attack,Foot,False,-87.62,34.789,Alabama
2015-10-04,shot,gun,31,Male,Black,Chicago,False,attack,Not fleeing,False,-87.713,41.867,Illinois
2015-10-05,shot,gun,51,Male,White,Hurst,False,attack,Foot,False,-97.202,32.817,Texas
2015-10-05,shot,gun,49,Male,White,Woodbridge,False,attack,Not fleeing,False,-74.269,40.573,New Jersey
2015-10-05,shot,unarmed,27,Male,Other,Akron,False,other,Not fleeing,False,-81.436,41.042,Ohio
2015-10-05,shot,gun,18,Male,Black,Midwest City,False,attack,Not fleeing,False,-97.413,35.45,Oklahoma
2015-10-06,shot,toy weapon,39,Male,White,Monterey,True,attack,Not fleeing,False,-121.894,36.603,California
2015-10-07,shot,machete,46,Male,Hispanic,West Palm Beach,False,attack,Not fleeing,False,-80.109,26.668,Florida
2015-10-09,shot,knife,19,Male,Black,Columbia,False,other,Not fleeing,False,-76.88,39.195,Maryland
2015-10-09,shot,gun,62,Female,White,Aguanga,False,attack,Not fleeing,False,-116.819,33.477,California
2015-10-10,shot,Unknown,49,Male,White,Beverly,True,attack,Not fleeing,False,-70.889,42.564,Massachusetts
2015-10-10,shot,gun,31,Male,White,Old Saybrook,False,attack,Not fleeing,False,-72.419,41.285,Connecticut
2015-10-10,shot,Unknown,38,Male,White,Pinion Hills,True,other,Car,False,-117.603,34.401,California
2015-10-10,shot,crossbow,40,Male,White,Cato Township,False,attack,Not fleeing,False,-85.244,43.446,Michigan
2015-10-10,shot and Tasered,unknown weapon,35,Male,Hispanic,Lisle,False,undetermined,Not fleeing,False,-88.093,41.805,Illinois
2015-10-11,shot,undetermined,34,Male,Hispanic,San Bernardino,False,undetermined,Other,False,-117.285,34.108,California
2015-10-11,shot,gun,44,Male,Asian,Lakes Charles,False,attack,Not fleeing,False,-93.229,30.174,Louisiana
2015-10-11,shot,gun,23,Male,Black,Taylors,False,attack,Not fleeing,False,-82.308,34.949,South Carolina
2015-10-11,shot,machete,43,Male,Hispanic,West Odessa,False,other,Car,False,-102.442,31.867,Texas
2015-10-12,shot,gun,0,Male,Black,Lawton,False,attack,Not fleeing,False,-98.422,34.599,Oklahoma
2015-10-12,shot,gun,31,Male,White,Brookhaven,False,attack,Not fleeing,False,-90.45,31.591,Mississippi
2015-10-14,shot,gun,27,Male,White,Cartersville,False,attack,Not fleeing,False,-84.76,34.178,Georgia
2015-10-14,shot,gun,46,Female,White,Naples,True,attack,Car,False,-87.415,39.413,Florida
2015-10-14,shot,Unknown,18,Male,Hispanic,Indio,False,other,Car,False,-116.235,33.718,California
2015-10-14,shot,gun,59,Male,Unknown,Seaside,False,attack,Not fleeing,False,-121.844,36.613,California
2015-10-14,shot,gun,57,Male,Black,Monroeville,False,attack,Not fleeing,False,-86.955,31.434,Alabama
2015-10-15,shot,gun,15,Male,Hispanic,Miami,False,attack,Car,False,-80.413,25.507,Florida
2015-10-15,shot,gun,25,Male,Black,Columbus,False,attack,Not fleeing,False,-82.864,39.922,Ohio
2015-10-15,shot,gun,50,Female,White,Las Vegas,True,attack,Car,False,-115.259,36.129,Nevada
2015-10-15,shot,toy weapon,31,Male,White,Parma,False,attack,Car,False,-81.71,41.421,Ohio
2015-10-15,shot,gun,35,Male,White,Kirkland,False,attack,Foot,False,-122.187,47.707,Washington
2015-10-15,shot,gun,27,Male,Hispanic,San Francisco,False,attack,Not fleeing,False,-122.415,37.779,California
2015-10-15,shot,gun,20,Male,Black,Houston,False,attack,Not fleeing,False,-95.465,29.849,Texas
2015-10-16,shot,unarmed,27,Male,Hispanic,Valinda,False,attack,Not fleeing,False,-117.916,34.031,California
2015-10-16,shot,gun,45,Male,Unknown,Barrow County,False,attack,Not fleeing,False,-83.659,34.033,Georgia
2015-10-16,shot,undetermined,33,Male,Black,Columbus,False,undetermined,Foot,True,-88.41,33.511,Mississippi
2015-10-16,shot,gun,27,Male,White,Houston,True,attack,Not fleeing,False,-95.363,29.786,Texas
2015-10-17,shot,toy weapon,22,Male,Hispanic,Modesto,False,attack,Not fleeing,False,-120.92,37.667,California
2015-10-17,shot and Tasered,knife,28,Male,Black,York,True,other,Not fleeing,False,-76.749,39.973,Pennsylvania
2015-10-18,shot,gun,31,Male,Black,Palm Beach Gardens,False,undetermined,Not fleeing,False,-80.082,26.758,Florida
2015-10-18,shot,knife,28,Male,White,Fresno,True,attack,Not fleeing,False,-119.769,36.803,California
2015-10-19,shot,Unknown,53,Male,Black,Los Angeles,False,attack,Not fleeing,False,-118.281,33.935,California
2015-10-20,shot,toy weapon,30,Male,White,Louisville,False,attack,Not fleeing,False,-85.578,38.227,Kentucky
2015-10-20,shot,toy weapon,39,Male,Black,San Diego,False,attack,Not fleeing,False,-117.159,32.714,California
2015-10-20,shot,gun,40,Male,Hispanic,Truth or Consequences,False,attack,Not fleeing,False,-107.166,33.251,New Mexico
2015-10-20,shot,knife,30,Male,White,Mandeville,False,attack,Not fleeing,False,-90.031,30.409,Louisiana
2015-10-20,shot,gun,21,Male,White,Cedar Rapids,False,attack,Foot,False,-91.713,41.97,Iowa
2015-10-21,shot,knife,35,Male,Hispanic,Calexico,False,other,Other,False,-115.496,32.665,California
2015-10-21,shot,unarmed,21,Male,Hispanic,West Goshen,True,attack,Not fleeing,False,-119.462,36.351,California
2015-10-21,shot,gun,47,Male,White,Kentwood,True,attack,Not fleeing,False,-85.63,42.857,Michigan
2015-10-22,shot,knife,38,Male,Black,Shreveport,False,attack,Not fleeing,False,-93.746,32.518,Louisiana
2015-10-22,shot,gun,36,Male,Black,Carmichael,False,attack,Car,False,-121.337,38.639,California
2015-10-22,shot,undetermined,53,Male,White,Pine Top,False,other,Not fleeing,False,-82.86,37.284,Kentucky
2015-10-24,shot,gun,34,Male,Hispanic,Highgrove,False,attack,Not fleeing,False,-117.34,34.019,California
2015-10-24,shot,gun,34,Male,Black,Cape Coral,False,attack,Not fleeing,True,-81.943,26.739,Florida
2015-10-24,shot,binoculars,30,Male,Black,Cathedral City,False,undetermined,Not fleeing,False,-116.464,33.809,California
2015-10-24,shot,gun,28,Male,White,Zanesville,True,attack,Not fleeing,False,-82.044,39.898,Ohio
2015-10-24,shot,gun,47,Male,White,Paddock Lake,False,attack,Not fleeing,False,-88.095,42.583,Wisconsin
2015-10-24,shot,Taser,49,Male,White,Kenai Peninsula,False,attack,Not fleeing,False,-151.283,60.287,Alaska
2015-10-24,shot,gun,0,Male,Unknown,New Paltz,False,attack,Not fleeing,False,-74.08,41.747,New York
2015-10-25,shot,gun,36,Male,White,Talking Rock,False,attack,Not fleeing,False,-84.601,34.5,Georgia
2015-10-26,shot,knife,45,Male,Black,Frederick,False,other,Not fleeing,False,-77.389,39.408,Maryland
2015-10-26,shot,gun,21,Female,Black,Washington,False,attack,Not fleeing,False,-77.027,38.983,
2015-10-26,shot,unarmed,18,Male,Other,Tampa,False,attack,Foot,False,-82.516,28.03,Florida
2015-10-27,shot,gun,25,Male,Black,Savannah,False,attack,Not fleeing,True,-81.111,32.061,Georgia
2015-10-28,shot,unarmed,29,Male,Black,Point Loma,False,attack,Not fleeing,False,-117.224,32.726,California
2015-10-28,shot,pellet gun,57,Male,White,Smithville,False,attack,Not fleeing,False,-88.438,34.039,Mississippi
2015-10-28,shot,gun,34,Male,Black,Jacksonville,False,attack,Not fleeing,False,-81.566,30.318,Florida
2015-10-28,shot,gun,35,Male,White,Salem,False,attack,Car,False,-122.998,44.885,Oregon
2015-10-29,shot,gun,0,Male,Black,Columbus,False,other,Not fleeing,False,-82.863,39.922,Ohio
2015-10-29,shot,gun,18,Male,White,Hohenwald,False,attack,Not fleeing,False,-87.552,35.551,Tennessee
